統計年月,區域別代碼,區域別,性別,從姓方式,子女人數
11507,65000030,新北市中和區,女,戶政事務所抽籤決定_從母姓,0
11507,65000030,新北市中和區,女,戶政事務所抽籤決定_傳統姓名,0
11507,65000030,新北市中和區,女,監護人決定依監護人之姓,0
11507,65000040,新北市永和區,男,雙方約定_從父姓,19
11507,65000040,新北市永和區,男,雙方約定_從母姓,3
11507,65000040,新北市永和區,男,雙方約定_傳統姓名,0
11507,65000040,新北市永和區,男,一方約定_從父姓,0
11507,65000040,新北市永和區,男,一方約定_從母姓,1
11507,65000040,新北市永和區,男,一方約定_傳統姓名,0
11507,65000040,新北市永和區,男,申請人抽籤決定_從父姓,0
11507,65000040,新北市永和區,男,申請人抽籤決定_從母姓,0
11507,65000040,新北市永和區,男,申請人抽籤決定_傳統姓名,0
11507,65000040,新北市永和區,男,戶政事務所抽籤決定_從父姓,0
11507,65000040,新北市永和區,男,戶政事務所抽籤決定_從母姓,0
11507,65000040,新北市永和區,男,戶政事務所抽籤決定_傳統姓名,0
11507,65000040,新北市永和區,男,監護人決定依監護人之姓,0
11507,65000040,新北市永和區,女,雙方約定_從父姓,18
11507,65000040,新北市永和區,女,雙方約定_從母姓,1
11507,65000040,新北市永和區,女,雙方約定_傳統姓名,0
11507,65000040,新北市永和區,女,一方約定_從父姓,0
11507,65000040,新北市永和區,女,一方約定_從母姓,0
11507,65000040,新北市永和區,女,一方約定_傳統姓名,0
11507,65000040,新北市永和區,女,申請人抽籤決定_從父姓,0
11507,65000040,新北市永和區,女,申請人抽籤決定_從母姓,0
11507,65000040,新北市永和區,女,申請人抽籤決定_傳統姓名,0
11507,65000040,新北市永和區,女,戶政事務所抽籤決定_從父姓,0
11507,65000040,新北市永和區,女,戶政事務所抽籤決定_從母姓,0
11507,65000040,新北市永和區,女,戶政事務所抽籤決定_傳統姓名,0
11507,65000040,新北市永和區,女,監護人決定依監護人之姓,0
11507,65000050,新北市新莊區,男,雙方約定_從父姓,65
11507,65000050,新北市新莊區,男,雙方約定_從母姓,5
11507,65000050,新北市新莊區,男,雙方約定_傳統姓名,0
11507,65000050,新北市新莊區,男,一方約定_從父姓,0
11507,65000050,新北市新莊區,男,一方約定_從母姓,1
11507,65000050,新北市新莊區,男,一方約定_傳統姓名,0
11507,65000050,新北市新莊區,男,申請人抽籤決定_從父姓,0
11507,65000050,新北市新莊區,男,申請人抽籤決定_從母姓,0
11507,65000050,新北市新莊區,男,申請人抽籤決定_傳統姓名,0
11507,65000050,新北市新莊區,男,戶政事務所抽籤決定_從父姓,0
11507,65000050,新北市新莊區,男,戶政事務所抽籤決定_從母姓,0
11507,65000050,新北市新莊區,男,戶政事務所抽籤決定_傳統姓名,0
11507,65000050,新北市新莊區,男,監護人決定依監護人之姓,0
11507,65000050,新北市新莊區,女,雙方約定_從父姓,79
11507,65000050,新北市新莊區,女,雙方約定_從母姓,2
11507,65000050,新北市新莊區,女,雙方約定_傳統姓名,0
11507,65000050,新北市新莊區,女,一方約定_從父姓,0
11507,65000050,新北市新莊區,女,一方約定_從母姓,2
11507,65000050,新北市新莊區,女,一方約定_傳統姓名,0
11507,65000050,新北市新莊區,女,申請人抽籤決定_從父姓,0
11507,65000050,新北市新莊區,女,申請人抽籤決定_從母姓,0
11507,65000050,新北市新莊區,女,申請人抽籤決定_傳統姓名,0
11507,65000050,新北市新莊區,女,戶政事務所抽籤決定_從父姓,0
11507,65000050,新北市新莊區,女,戶政事務所抽籤決定_從母姓,0
11507,65000050,新北市新莊區,女,戶政事務所抽籤決定_傳統姓名,0
11507,65000050,新北市新莊區,女,監護人決定依監護人之姓,0
11507,65000060,新北市新店區,男,雙方約定_從父姓,35
11507,65000060,新北市新店區,男,雙方約定_從母姓,0
11507,65000060,新北市新店區,男,雙方約定_傳統姓名,0
11507,65000060,新北市新店區,男,一方約定_從父姓,0
11507,65000060,新北市新店區,男,一方約定_從母姓,2
11507,65000060,新北市新店區,男,一方約定_傳統姓名,0
11507,65000060,新北市新店區,男,申請人抽籤決定_從父姓,0
11507,65000060,新北市新店區,男,申請人抽籤決定_從母姓,0
11507,65000060,新北市新店區,男,申請人抽籤決定_傳統姓名,0
11507,65000060,新北市新店區,男,戶政事務所抽籤決定_從父姓,0
11507,65000060,新北市新店區,男,戶政事務所抽籤決定_從母姓,0
11507,65000060,新北市新店區,男,戶政事務所抽籤決定_傳統姓名,0
11507,65000060,新北市新店區,男,監護人決定依監護人之姓,0
11507,65000060,新北市新店區,女,雙方約定_從父姓,40
11507,65000060,新北市新店區,女,雙方約定_從母姓,2
11507,65000060,新北市新店區,女,雙方約定_傳統姓名,0
11507,65000060,新北市新店區,女,一方約定_從父姓,0
11507,65000060,新北市新店區,女,一方約定_從母姓,1
11507,65000060,新北市新店區,女,一方約定_傳統姓名,0
11507,65000060,新北市新店區,女,申請人抽籤決定_從父姓,0
11507,65000060,新北市新店區,女,申請人抽籤決定_從母姓,0
11507,65000060,新北市新店區,女,申請人抽籤決定_傳統姓名,0
11507,65000060,新北市新店區,女,戶政事務所抽籤決定_從父姓,0
11507,65000060,新北市新店區,女,戶政事務所抽籤決定_從母姓,0
11507,65000060,新北市新店區,女,戶政事務所抽籤決定_傳統姓名,0
11507,65000060,新北市新店區,女,監護人決定依監護人之姓,0
11507,65000070,新北市樹林區,男,雙方約定_從父姓,33
11507,65000070,新北市樹林區,男,雙方約定_從母姓,1
11507,65000070,新北市樹林區,男,雙方約定_傳統姓名,0
11507,65000070,新北市樹林區,男,一方約定_從父姓,0
11507,65000070,新北市樹林區,男,一方約定_從母姓,0
11507,65000070,新北市樹林區,男,一方約定_傳統姓名,0
11507,65000070,新北市樹林區,男,申請人抽籤決定_從父姓,0
11507,65000070,新北市樹林區,男,申請人抽籤決定_從母姓,0
11507,65000070,新北市樹林區,男,申請人抽籤決定_傳統姓名,0
11507,65000070,新北市樹林區,男,戶政事務所抽籤決定_從父姓,0
11507,65000070,新北市樹林區,男,戶政事務所抽籤決定_從母姓,0
11507,65000070,新北市樹林區,男,戶政事務所抽籤決定_傳統姓名,0
11507,65000070,新北市樹林區,男,監護人決定依監護人之姓,0
11507,65000070,新北市樹林區,女,雙方約定_從父姓,26
11507,65000070,新北市樹林區,女,雙方約定_從母姓,1
11507,65000070,新北市樹林區,女,雙方約定_傳統姓名,0
11507,65000070,新北市樹林區,女,一方約定_從父姓,0
11507,65000070,新北市樹林區,女,一方約定_從母姓,0
11507,65000070,新北市樹林區,女,一方約定_傳統姓名,0
11507,65000070,新北市樹林區,女,申請人抽籤決定_從父姓,0
11507,65000070,新北市樹林區,女,申請人抽籤決定_從母姓,0
11507,65000070,新北市樹林區,女,申請人抽籤決定_傳統姓名,0
11507,65000070,新北市樹林區,女,戶政事務所抽籤決定_從父姓,0
11507,65000070,新北市樹林區,女,戶政事務所抽籤決定_從母姓,0
11507,65000070,新北市樹林區,女,戶政事務所抽籤決定_傳統姓名,0
11507,65000070,新北市樹林區,女,監護人決定依監護人之姓,0
11507,65000080,新北市鶯歌區,男,雙方約定_從父姓,16
11507,65000080,新北市鶯歌區,男,雙方約定_從母姓,1
11507,65000080,新北市鶯歌區,男,雙方約定_傳統姓名,0
11507,65000080,新北市鶯歌區,男,一方約定_從父姓,0
11507,65000080,新北市鶯歌區,男,一方約定_從母姓,1
11507,65000080,新北市鶯歌區,男,一方約定_傳統姓名,0
11507,65000080,新北市鶯歌區,男,申請人抽籤決定_從父姓,0
11507,65000080,新北市鶯歌區,男,申請人抽籤決定_從母姓,1
11507,65000080,新北市鶯歌區,男,申請人抽籤決定_傳統姓名,0
11507,65000080,新北市鶯歌區,男,戶政事務所抽籤決定_從父姓,0
11507,65000080,新北市鶯歌區,男,戶政事務所抽籤決定_從母姓,0
11507,65000080,新北市鶯歌區,男,戶政事務所抽籤決定_傳統姓名,0
11507,65000080,新北市鶯歌區,男,監護人決定依監護人之姓,0
11507,65000080,新北市鶯歌區,女,雙方約定_從父姓,21
11507,65000080,新北市鶯歌區,女,雙方約定_從母姓,0
11507,65000080,新北市鶯歌區,女,雙方約定_傳統姓名,0
11507,65000080,新北市鶯歌區,女,一方約定_從父姓,0
11507,65000080,新北市鶯歌區,女,一方約定_從母姓,1
11507,65000080,新北市鶯歌區,女,一方約定_傳統姓名,0
11507,65000080,新北市鶯歌區,女,申請人抽籤決定_從父姓,0
11507,65000080,新北市鶯歌區,女,申請人抽籤決定_從母姓,0
11507,65000080,新北市鶯歌區,女,申請人抽籤決定_傳統姓名,0
11507,65000080,新北市鶯歌區,女,戶政事務所抽籤決定_從父姓,0
11507,65000080,新北市鶯歌區,女,戶政事務所抽籤決定_從母姓,0
11507,65000080,新北市鶯歌區,女,戶政事務所抽籤決定_傳統姓名,0
11507,65000080,新北市鶯歌區,女,監護人決定依監護人之姓,0
11507,65000090,新北市三峽區,男,雙方約定_從父姓,22
11507,65000090,新北市三峽區,男,雙方約定_從母姓,3
11507,65000090,新北市三峽區,男,雙方約定_傳統姓名,0
11507,65000090,新北市三峽區,男,一方約定_從父姓,0
11507,65000090,新北市三峽區,男,一方約定_從母姓,2
11507,65000090,新北市三峽區,男,一方約定_傳統姓名,0
11507,65000090,新北市三峽區,男,申請人抽籤決定_從父姓,0
11507,65000090,新北市三峽區,男,申請人抽籤決定_從母姓,0
11507,65000090,新北市三峽區,男,申請人抽籤決定_傳統姓名,0
11507,65000090,新北市三峽區,男,戶政事務所抽籤決定_從父姓,0
11507,65000090,新北市三峽區,男,戶政事務所抽籤決定_從母姓,0
11507,65000090,新北市三峽區,男,戶政事務所抽籤決定_傳統姓名,0
11507,65000090,新北市三峽區,男,監護人決定依監護人之姓,0
11507,65000090,新北市三峽區,女,雙方約定_從父姓,16
11507,65000090,新北市三峽區,女,雙方約定_從母姓,1
11507,65000090,新北市三峽區,女,雙方約定_傳統姓名,0
11507,65000090,新北市三峽區,女,一方約定_從父姓,0
11507,65000090,新北市三峽區,女,一方約定_從母姓,0
11507,65000090,新北市三峽區,女,一方約定_傳統姓名,0
11507,65000090,新北市三峽區,女,申請人抽籤決定_從父姓,0
11507,65000090,新北市三峽區,女,申請人抽籤決定_從母姓,0
11507,65000090,新北市三峽區,女,申請人抽籤決定_傳統姓名,0
11507,65000090,新北市三峽區,女,戶政事務所抽籤決定_從父姓,0
11507,65000090,新北市三峽區,女,戶政事務所抽籤決定_從母姓,0
11507,65000090,新北市三峽區,女,戶政事務所抽籤決定_傳統姓名,0
11507,65000090,新北市三峽區,女,監護人決定依監護人之姓,0
11507,65000100,新北市淡水區,男,雙方約定_從父姓,30
11507,65000100,新北市淡水區,男,雙方約定_從母姓,2
11507,65000100,新北市淡水區,男,雙方約定_傳統姓名,0
11507,65000100,新北市淡水區,男,一方約定_從父姓,0
11507,65000100,新北市淡水區,男,一方約定_從母姓,0
11507,65000100,新北市淡水區,男,一方約定_傳統姓名,0
11507,65000100,新北市淡水區,男,申請人抽籤決定_從父姓,0
11507,65000100,新北市淡水區,男,申請人抽籤決定_從母姓,0
11507,65000100,新北市淡水區,男,申請人抽籤決定_傳統姓名,0
11507,65000100,新北市淡水區,男,戶政事務所抽籤決定_從父姓,0
11507,65000100,新北市淡水區,男,戶政事務所抽籤決定_從母姓,0
11507,65000100,新北市淡水區,男,戶政事務所抽籤決定_傳統姓名,0
11507,65000100,新北市淡水區,男,監護人決定依監護人之姓,0
11507,65000100,新北市淡水區,女,雙方約定_從父姓,21
11507,65000100,新北市淡水區,女,雙方約定_從母姓,1
11507,65000100,新北市淡水區,女,雙方約定_傳統姓名,0
11507,65000100,新北市淡水區,女,一方約定_從父姓,0
11507,65000100,新北市淡水區,女,一方約定_從母姓,1
11507,65000100,新北市淡水區,女,一方約定_傳統姓名,0
11507,65000100,新北市淡水區,女,申請人抽籤決定_從父姓,0
11507,65000100,新北市淡水區,女,申請人抽籤決定_從母姓,0
11507,65000100,新北市淡水區,女,申請人抽籤決定_傳統姓名,0
11507,65000100,新北市淡水區,女,戶政事務所抽籤決定_從父姓,0
11507,65000100,新北市淡水區,女,戶政事務所抽籤決定_從母姓,0
11507,65000100,新北市淡水區,女,戶政事務所抽籤決定_傳統姓名,0
11507,65000100,新北市淡水區,女,監護人決定依監護人之姓,0
11507,65000110,新北市汐止區,男,雙方約定_從父姓,28
11507,65000110,新北市汐止區,男,雙方約定_從母姓,0
11507,65000110,新北市汐止區,男,雙方約定_傳統姓名,0
11507,65000110,新北市汐止區,男,一方約定_從父姓,0
11507,65000110,新北市汐止區,男,一方約定_從母姓,1
11507,65000110,新北市汐止區,男,一方約定_傳統姓名,0
11507,65000110,新北市汐止區,男,申請人抽籤決定_從父姓,0
11507,65000110,新北市汐止區,男,申請人抽籤決定_從母姓,0
11507,65000110,新北市汐止區,男,申請人抽籤決定_傳統姓名,0
11507,65000110,新北市汐止區,男,戶政事務所抽籤決定_從父姓,0
11507,65000110,新北市汐止區,男,戶政事務所抽籤決定_從母姓,0
11507,65000110,新北市汐止區,男,戶政事務所抽籤決定_傳統姓名,0
11507,65000110,新北市汐止區,男,監護人決定依監護人之姓,0
11507,65000110,新北市汐止區,女,雙方約定_從父姓,35
11507,65000110,新北市汐止區,女,雙方約定_從母姓,0
11507,65000110,新北市汐止區,女,雙方約定_傳統姓名,1
11507,65000110,新北市汐止區,女,一方約定_從父姓,0
11507,65000110,新北市汐止區,女,一方約定_從母姓,1
11507,65000110,新北市汐止區,女,一方約定_傳統姓名,0
11507,65000110,新北市汐止區,女,申請人抽籤決定_從父姓,0
11507,65000110,新北市汐止區,女,申請人抽籤決定_從母姓,0
11507,65000110,新北市汐止區,女,申請人抽籤決定_傳統姓名,0
11507,65000110,新北市汐止區,女,戶政事務所抽籤決定_從父姓,0
11507,65000110,新北市汐止區,女,戶政事務所抽籤決定_從母姓,0
11507,65000110,新北市汐止區,女,戶政事務所抽籤決定_傳統姓名,0
11507,65000110,新北市汐止區,女,監護人決定依監護人之姓,0
11507,65000120,新北市瑞芳區,男,雙方約定_從父姓,3
11507,65000120,新北市瑞芳區,男,雙方約定_從母姓,0
11507,65000120,新北市瑞芳區,男,雙方約定_傳統姓名,0
11507,65000120,新北市瑞芳區,男,一方約定_從父姓,0
11507,65000120,新北市瑞芳區,男,一方約定_從母姓,1
11507,65000120,新北市瑞芳區,男,一方約定_傳統姓名,0
11507,65000120,新北市瑞芳區,男,申請人抽籤決定_從父姓,0
11507,65000120,新北市瑞芳區,男,申請人抽籤決定_從母姓,0
11507,65000120,新北市瑞芳區,男,申請人抽籤決定_傳統姓名,0
11507,65000120,新北市瑞芳區,男,戶政事務所抽籤決定_從父姓,0
11507,65000120,新北市瑞芳區,男,戶政事務所抽籤決定_從母姓,0
11507,65000120,新北市瑞芳區,男,戶政事務所抽籤決定_傳統姓名,0
11507,65000120,新北市瑞芳區,男,監護人決定依監護人之姓,0
11507,65000120,新北市瑞芳區,女,雙方約定_從父姓,6
11507,65000120,新北市瑞芳區,女,雙方約定_從母姓,0
11507,65000120,新北市瑞芳區,女,雙方約定_傳統姓名,0
11507,65000120,新北市瑞芳區,女,一方約定_從父姓,0
11507,65000120,新北市瑞芳區,女,一方約定_從母姓,0
11507,65000120,新北市瑞芳區,女,一方約定_傳統姓名,0
11507,65000120,新北市瑞芳區,女,申請人抽籤決定_從父姓,0
11507,65000120,新北市瑞芳區,女,申請人抽籤決定_從母姓,0
11507,65000120,新北市瑞芳區,女,申請人抽籤決定_傳統姓名,0
11507,65000120,新北市瑞芳區,女,戶政事務所抽籤決定_從父姓,0
11507,65000120,新北市瑞芳區,女,戶政事務所抽籤決定_從母姓,0
11507,65000120,新北市瑞芳區,女,戶政事務所抽籤決定_傳統姓名,0
11507,65000120,新北市瑞芳區,女,監護人決定依監護人之姓,0
11507,65000130,新北市土城區,男,雙方約定_從父姓,30
11507,65000130,新北市土城區,男,雙方約定_從母姓,2
11507,65000130,新北市土城區,男,雙方約定_傳統姓名,0
11507,65000130,新北市土城區,男,一方約定_從父姓,0
11507,65000130,新北市土城區,男,一方約定_從母姓,0
11507,65000130,新北市土城區,男,一方約定_傳統姓名,0
11507,65000130,新北市土城區,男,申請人抽籤決定_從父姓,0
11507,65000130,新北市土城區,男,申請人抽籤決定_從母姓,0
11507,65000130,新北市土城區,男,申請人抽籤決定_傳統姓名,0
11507,65000130,新北市土城區,男,戶政事務所抽籤決定_從父姓,0
11507,65000130,新北市土城區,男,戶政事務所抽籤決定_從母姓,0
11507,65000130,新北市土城區,男,戶政事務所抽籤決定_傳統姓名,0
11507,65000130,新北市土城區,男,監護人決定依監護人之姓,0
11507,65000130,新北市土城區,女,雙方約定_從父姓,44
11507,65000130,新北市土城區,女,雙方約定_從母姓,3
11507,65000130,新北市土城區,女,雙方約定_傳統姓名,0
11507,65000130,新北市土城區,女,一方約定_從父姓,0
11507,65000130,新北市土城區,女,一方約定_從母姓,0
11507,65000130,新北市土城區,女,一方約定_傳統姓名,0
11507,65000130,新北市土城區,女,申請人抽籤決定_從父姓,0
11507,65000130,新北市土城區,女,申請人抽籤決定_從母姓,0
11507,65000130,新北市土城區,女,申請人抽籤決定_傳統姓名,0
11507,65000130,新北市土城區,女,戶政事務所抽籤決定_從父姓,0
11507,65000130,新北市土城區,女,戶政事務所抽籤決定_從母姓,0
11507,65000130,新北市土城區,女,戶政事務所抽籤決定_傳統姓名,0
11507,65000130,新北市土城區,女,監護人決定依監護人之姓,0
11507,65000140,新北市蘆洲區,男,雙方約定_從父姓,24
11507,65000140,新北市蘆洲區,男,雙方約定_從母姓,0
11507,65000140,新北市蘆洲區,男,雙方約定_傳統姓名,0
11507,65000140,新北市蘆洲區,男,一方約定_從父姓,0
11507,65000140,新北市蘆洲區,男,一方約定_從母姓,3
11507,65000140,新北市蘆洲區,男,一方約定_傳統姓名,0
11507,65000140,新北市蘆洲區,男,申請人抽籤決定_從父姓,0
11507,65000140,新北市蘆洲區,男,申請人抽籤決定_從母姓,1
11507,65000140,新北市蘆洲區,男,申請人抽籤決定_傳統姓名,0
11507,65000140,新北市蘆洲區,男,戶政事務所抽籤決定_從父姓,0
11507,65000140,新北市蘆洲區,男,戶政事務所抽籤決定_從母姓,0
11507,65000140,新北市蘆洲區,男,戶政事務所抽籤決定_傳統姓名,0
11507,65000140,新北市蘆洲區,男,監護人決定依監護人之姓,0
11507,65000140,新北市蘆洲區,女,雙方約定_從父姓,27
11507,65000140,新北市蘆洲區,女,雙方約定_從母姓,1
11507,65000140,新北市蘆洲區,女,雙方約定_傳統姓名,0
11507,65000140,新北市蘆洲區,女,一方約定_從父姓,0
11507,65000140,新北市蘆洲區,女,一方約定_從母姓,0
11507,65000140,新北市蘆洲區,女,一方約定_傳統姓名,0
11507,65000140,新北市蘆洲區,女,申請人抽籤決定_從父姓,0
11507,65000140,新北市蘆洲區,女,申請人抽籤決定_從母姓,0
11507,65000140,新北市蘆洲區,女,申請人抽籤決定_傳統姓名,0
11507,65000140,新北市蘆洲區,女,戶政事務所抽籤決定_從父姓,0
11507,65000140,新北市蘆洲區,女,戶政事務所抽籤決定_從母姓,0
11507,65000140,新北市蘆洲區,女,戶政事務所抽籤決定_傳統姓名,0
11507,65000140,新北市蘆洲區,女,監護人決定依監護人之姓,0
11507,65000150,新北市五股區,男,雙方約定_從父姓,21
11507,65000150,新北市五股區,男,雙方約定_從母姓,0
11507,65000150,新北市五股區,男,雙方約定_傳統姓名,0
11507,65000150,新北市五股區,男,一方約定_從父姓,0
11507,65000150,新北市五股區,男,一方約定_從母姓,0
11507,65000150,新北市五股區,男,一方約定_傳統姓名,0
11507,65000150,新北市五股區,男,申請人抽籤決定_從父姓,0
11507,65000150,新北市五股區,男,申請人抽籤決定_從母姓,1
11507,65000150,新北市五股區,男,申請人抽籤決定_傳統姓名,0
11507,65000150,新北市五股區,男,戶政事務所抽籤決定_從父姓,0
11507,65000150,新北市五股區,男,戶政事務所抽籤決定_從母姓,0
11507,65000150,新北市五股區,男,戶政事務所抽籤決定_傳統姓名,0
11507,65000150,新北市五股區,男,監護人決定依監護人之姓,0
11507,65000150,新北市五股區,女,雙方約定_從父姓,15
11507,65000150,新北市五股區,女,雙方約定_從母姓,1
11507,65000150,新北市五股區,女,雙方約定_傳統姓名,0
11507,65000150,新北市五股區,女,一方約定_從父姓,0
11507,65000150,新北市五股區,女,一方約定_從母姓,1
11507,65000150,新北市五股區,女,一方約定_傳統姓名,0
11507,65000150,新北市五股區,女,申請人抽籤決定_從父姓,0
11507,65000150,新北市五股區,女,申請人抽籤決定_從母姓,0
11507,65000150,新北市五股區,女,申請人抽籤決定_傳統姓名,0
11507,65000150,新北市五股區,女,戶政事務所抽籤決定_從父姓,0
11507,65000150,新北市五股區,女,戶政事務所抽籤決定_從母姓,0
11507,65000150,新北市五股區,女,戶政事務所抽籤決定_傳統姓名,0
11507,65000150,新北市五股區,女,監護人決定依監護人之姓,0
11507,65000160,新北市泰山區,男,雙方約定_從父姓,9
11507,65000160,新北市泰山區,男,雙方約定_從母姓,0
11507,65000160,新北市泰山區,男,雙方約定_傳統姓名,0
11507,65000160,新北市泰山區,男,一方約定_從父姓,0
11507,65000160,新北市泰山區,男,一方約定_從母姓,1
11507,65000160,新北市泰山區,男,一方約定_傳統姓名,0
11507,65000160,新北市泰山區,男,申請人抽籤決定_從父姓,0
11507,65000160,新北市泰山區,男,申請人抽籤決定_從母姓,0
11507,65000160,新北市泰山區,男,申請人抽籤決定_傳統姓名,0
11507,65000160,新北市泰山區,男,戶政事務所抽籤決定_從父姓,0
11507,65000160,新北市泰山區,男,戶政事務所抽籤決定_從母姓,0
11507,65000160,新北市泰山區,男,戶政事務所抽籤決定_傳統姓名,0
11507,65000160,新北市泰山區,男,監護人決定依監護人之姓,0
11507,65000160,新北市泰山區,女,雙方約定_從父姓,15
11507,65000160,新北市泰山區,女,雙方約定_從母姓,0
11507,65000160,新北市泰山區,女,雙方約定_傳統姓名,0
11507,65000160,新北市泰山區,女,一方約定_從父姓,0
11507,65000160,新北市泰山區,女,一方約定_從母姓,0
11507,65000160,新北市泰山區,女,一方約定_傳統姓名,0
11507,65000160,新北市泰山區,女,申請人抽籤決定_從父姓,0
11507,65000160,新北市泰山區,女,申請人抽籤決定_從母姓,0
11507,65000160,新北市泰山區,女,申請人抽籤決定_傳統姓名,0
11507,65000160,新北市泰山區,女,戶政事務所抽籤決定_從父姓,0
11507,65000160,新北市泰山區,女,戶政事務所抽籤決定_從母姓,0
11507,65000160,新北市泰山區,女,戶政事務所抽籤決定_傳統姓名,0
11507,65000160,新北市泰山區,女,監護人決定依監護人之姓,0
11507,65000170,新北市林口區,男,雙方約定_從父姓,37
11507,65000170,新北市林口區,男,雙方約定_從母姓,0
11507,65000170,新北市林口區,男,雙方約定_傳統姓名,0
11507,65000170,新北市林口區,男,一方約定_從父姓,0
11507,65000170,新北市林口區,男,一方約定_從母姓,1
11507,65000170,新北市林口區,男,一方約定_傳統姓名,0
